,price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,sqft_above,sqft_basement,yr_built,yr_renovated,street,city,statezip,month_sold,house_age
2388,210000.0,4,1.5,1130,7840,1.0,0,0,4,1130,0,1970,0,33818 35th Ave SW,Federal Way,WA 98023,6,44
2390,545000.0,3,1.0,1510,5000,1.5,0,0,3,1510,0,1909,2004,5726 28th Ave NE,Seattle,WA 98105,6,105
2391,299995.0,3,2.5,1970,7500,2.0,0,0,3,1970,0,1988,2000,4809 Mill Pond Loop,Auburn,WA 98092,6,26
2392,440000.0,3,1.0,1210,5750,1.5,0,0,4,1210,0,1910,0,7006 46th Ave SW,Seattle,WA 98136,6,104
2394,795000.0,3,2.0,2420,17859,1.0,0,1,5,1500,920,1979,0,7215 NE 119th Pl,Kirkland,WA 98034,6,35
2395,445000.0,5,1.75,2460,6846,1.5,0,0,5,1340,1120,1911,1984,6444 Carleton Ave S,Seattle,WA 98108,6,103
2396,397990.0,3,1.0,1180,11862,1.0,0,0,4,1180,0,1948,0,11739 4th Ave NW,Seattle,WA 98177,6,66
2397,706000.0,3,2.75,1900,6400,1.0,0,0,5,1410,490,1942,0,4324 NE 56th St,Seattle,WA 98105,6,72
2398,363000.0,3,3.25,1651,1779,2.0,0,0,3,1341,310,2008,0,10734 Whitman Ave N,Seattle,WA 98133,6,6
2399,850000.0,4,2.25,2130,11843,2.0,0,0,4,2130,0,1972,0,7490 85th Ave SE,Mercer Island,WA 98040,6,42
2400,620000.0,2,1.0,1430,3000,1.5,0,0,3,1300,130,1929,0,2215 E Miller St,Seattle,WA 98112,6,85
2402,333000.0,4,2.5,1910,9244,1.0,0,0,4,1910,0,1963,0,5811 NE 6th St,Renton,WA 98059,6,51
2403,743000.0,3,1.75,2110,11250,1.0,0,0,4,2110,0,1961,2001,9201-9231 SE 70th Pl,Mercer Island,WA 98040,6,53
2404,448000.0,2,1.5,1630,3780,1.0,0,0,4,890,740,1940,2001,3441 NW 59th St,Seattle,WA 98107,6,74
2407,498500.0,5,2.75,2990,7420,2.0,0,0,3,2990,0,1996,0,4304 NE 7th St,Renton,WA 98059,6,18
2408,531000.0,3,2.5,2120,9736,2.0,0,0,3,2120,0,1988,2000,15102 91st Pl NE,Bothell,WA 98011,6,26
2409,670000.0,3,2.5,2050,6420,1.0,0,3,3,1730,320,1956,2001,5625 SW Orleans St,Seattle,WA 98116,6,58
2410,310000.0,5,3.0,1880,5000,1.0,0,0,3,1100,780,1997,0,6343 23rd Ave SW,Seattle,WA 98106,6,17
2411,835000.0,3,3.0,2790,12523,2.0,1,4,4,1600,1190,1977,0,27231 8th Ave S,Des Moines,WA 98198,6,37
2413,495000.0,4,2.5,2140,7245,2.0,0,0,3,2140,0,2003,0,633 N 138th St,Seattle,WA 98133,6,11
2414,495000.0,3,2.0,1769,9300,1.0,0,0,4,1769,0,1955,2009,531 SW 181st St,Normandy Park,WA 98166,6,59
2415,440000.0,3,1.0,1710,6556,1.5,0,0,4,1200,510,1926,1993,12220 Phinney Ave N,Seattle,WA 98133,6,88
2418,1034500.0,4,2.5,2370,10858,2.0,0,0,3,2370,0,2003,0,11034 NE 26th Pl,Bellevue,WA 98004,6,11
2419,248000.0,4,2.5,1770,5855,2.0,0,0,3,1770,0,2003,0,21620 SE 283rd St,Maple Valley,WA 98038,6,11
2420,294000.0,4,2.5,2210,8465,1.0,0,0,3,1490,720,1990,2009,512 47th St SE,Auburn,WA 98092,6,24
2421,561000.0,3,2.25,1710,4140,2.0,0,0,3,1710,0,2004,2003,2037 Larchmount Dr NE,Issaquah,WA 98029,6,10
2422,656500.0,4,2.0,2710,4750,1.0,0,0,4,1460,1250,1919,1985,6326 21st Ave NE,Seattle,WA 98115,6,95
2423,660000.0,3,3.0,2340,2970,2.0,0,0,5,2160,180,1925,0,743 N 80th St,Seattle,WA 98103,6,89
2424,370000.0,2,1.0,1220,17172,1.0,0,0,4,1220,0,1947,1988,13314 NE 104th St,Kirkland,WA 98033,6,67
2425,349950.0,3,1.0,1060,9525,1.0,0,0,3,1060,0,1966,1963,17129 NE 95th St,Redmond,WA 98052,6,48
2426,223000.0,2,1.0,910,9869,1.0,0,0,3,910,0,1957,2000,11644 SE 163rd St,Renton,WA 98058,6,57
2427,560000.0,4,1.75,1880,3880,1.5,0,0,4,1090,790,1944,0,325 NW 48th St,Seattle,WA 98107,6,70
2428,594000.0,4,1.75,1870,5200,2.0,0,0,4,1200,670,1937,0,7542 42nd Ave NE,Seattle,WA 98115,6,77
2429,600000.0,3,2.25,1480,5400,2.0,0,0,4,1480,0,1914,1945,816 Martin Luther King Jr Way,Seattle,WA 98122,6,100
2430,315000.0,3,2.5,1880,7000,2.0,0,0,3,1880,0,1993,0,11718 SE 203rd St,Kent,WA 98031,6,21
2431,430000.0,4,1.75,1890,6000,1.0,0,0,4,1110,780,1947,1988,13524 22nd Ave NE,Seattle,WA 98125,6,67
2432,440000.0,3,2.75,1560,7392,1.0,0,0,5,1030,530,1972,0,15118 119th Ave NE,Kirkland,WA 98034,6,42
2433,312500.0,2,1.5,1070,1200,2.0,0,0,3,1070,0,1999,0,9404 Linden Ave N,Seattle,WA 98103,6,15
2435,300000.0,3,3.25,1470,1235,2.0,0,0,3,1180,290,2008,0,5338 15th Ave S,Seattle,WA 98108,6,6
2436,680000.0,3,2.5,2570,3600,2.5,0,0,3,2570,0,2007,0,1474-1476 29th Pl NE,Issaquah,WA 98029,6,7
2437,336750.0,2,2.25,1170,1011,2.0,0,0,3,1170,0,2009,0,2277 NW Hidden Ln,Issaquah,WA 98027,6,5
2438,822500.0,5,3.5,2320,4960,2.0,0,0,5,1720,600,1926,0,512 N 65th St,Seattle,WA 98103,6,88
2439,589000.0,4,3.0,2440,9600,2.0,0,0,5,2440,0,1961,0,11611 106th Ave NE,Kirkland,WA 98034,6,53
2441,210000.0,2,1.75,1440,5680,1.0,0,0,4,1440,0,1978,2000,24429 12th Ave S,Des Moines,WA 98198,6,36
2442,206135.0,3,1.0,1340,11070,1.0,0,0,4,1340,0,1978,2000,12129 SE 277th Pl,Kent,WA 98030,6,36
2444,285000.0,3,1.75,1840,8601,1.0,0,0,3,920,920,1905,2014,7339 46th Ave S,Seattle,WA 98118,6,109
2445,230000.0,2,1.0,930,7550,1.0,0,0,3,930,0,1986,0,13008 23rd Ave S,SeaTac,WA 98168,6,28
2447,350000.0,3,1.75,1820,9545,1.0,0,0,3,1230,590,1976,0,3037 NE 205th St,Lake Forest Park,WA 98155,6,38
2448,304000.0,3,1.0,1280,8184,1.5,0,0,4,1280,0,1947,1988,16225 10th Ave NE,Shoreline,WA 98155,6,67
2449,370000.0,2,1.0,900,4600,1.0,0,0,3,900,0,1951,1994,307 NW 87th St,Seattle,WA 98117,6,63
2450,810000.0,3,1.75,1980,13503,1.0,0,2,4,1320,660,1952,0,2622 W Lake Sammamish Pkwy SE,Bellevue,WA 98008,6,62
2451,440000.0,4,2.25,2010,7575,1.0,0,0,3,1220,790,1974,0,14450 105th Ct NE,Kirkland,WA 98034,6,40
2452,1030000.0,4,2.5,2750,4800,2.0,0,0,3,1960,790,1905,2005,5700-5798 Wallingford Ave N,Seattle,WA 98103,6,109
2453,775000.0,4,2.0,3140,10875,1.0,0,1,3,1940,1200,1939,1969,3704 W Lawton St,Seattle,WA 98199,6,75
2455,235000.0,3,1.75,1900,8540,1.0,0,0,3,950,950,1980,0,13002 23rd Ave S,SeaTac,WA 98168,6,34
2456,499950.0,3,1.0,1830,3000,1.5,0,0,3,1430,400,1926,2003,611 N 46th St,Seattle,WA 98103,6,88
2458,300000.0,4,2.5,2700,10814,1.0,0,0,4,1560,1140,1966,0,12235 SE 259th Pl,Kent,WA 98030,6,48
2459,205000.0,3,1.0,1290,6566,1.0,0,0,5,1290,0,1976,0,33601-33799 35th Ave SW,Federal Way,WA 98023,6,38
2460,435000.0,3,1.75,1500,8173,1.0,0,0,3,1500,0,1997,0,8528 NE 142nd St,Kirkland,WA 98034,6,17
2462,153000.0,3,1.0,1270,6405,1.5,0,0,3,1270,0,1944,0,12015 75th Ave S,Seattle,WA 98178,6,70
2465,585000.0,3,1.0,1870,2807,1.5,0,0,4,1580,290,1927,0,111 NW 53rd St,Seattle,WA 98107,6,87
2466,380000.0,4,2.5,2540,6365,2.0,0,0,3,1870,670,2000,0,2107 Davis Ave S,Renton,WA 98055,6,14
2467,250600.0,4,2.5,1930,8660,1.0,0,0,3,1120,810,1981,2013,2025 W St NW,Auburn,WA 98001,6,33
2468,890000.0,4,2.25,2770,13500,2.0,0,0,3,2770,0,1974,0,6701 81st Ave SE,Mercer Island,WA 98040,6,40
2469,370000.0,4,2.5,2220,5338,2.0,0,0,3,2220,0,2001,0,5127 NE 4th Pl,Renton,WA 98059,6,13
2470,369500.0,3,1.5,1650,9957,1.0,0,0,4,1100,550,1961,2001,14001 28th Ave NE,Seattle,WA 98125,6,53
2474,305000.0,3,1.5,1210,5240,1.0,0,0,4,610,600,1983,0,5445 17th Ave SW,Seattle,WA 98106,6,31
2475,590000.0,4,2.5,2010,7972,2.0,0,0,4,2010,0,1989,0,3419 241st Pl SE,Issaquah,WA 98029,6,25
2476,485000.0,3,2.5,1580,6065,2.0,0,0,3,1580,0,1985,0,24025 SE 42nd St,Issaquah,WA 98029,6,29
2477,215000.0,2,1.0,710,7200,1.0,0,0,3,710,0,1943,2002,7027 S 125th St,Seattle,WA 98178,6,71
2478,430000.0,3,2.0,1910,5040,1.5,0,0,3,1910,0,1971,0,2415 209th Ave NE,Sammamish,WA 98074,6,43
2479,324900.0,4,2.5,1880,7965,2.0,0,0,3,1880,0,2000,0,21661 SE 265th Way,Maple Valley,WA 98038,6,14
2482,910000.0,5,2.5,2350,4000,2.0,0,0,3,2350,0,1993,0,2807 E Aloha St,Seattle,WA 98112,6,21
2483,459950.0,3,1.75,1850,6869,1.0,0,2,5,1100,750,1919,1934,2221 SW 154th St,Burien,WA 98166,6,95
2484,325000.0,3,2.5,2070,8337,2.0,0,0,3,2070,0,1997,0,26300-26398 124th Ave SE,Kent,WA 98030,6,17
2485,513000.0,4,2.75,2020,7070,1.0,0,0,5,1010,1010,1958,0,9226 36th Ave SW,Seattle,WA 98126,6,56
2486,475000.0,3,2.25,1580,12177,1.0,0,0,3,1200,380,1981,2013,22013 NE 18th St,Sammamish,WA 98074,6,33
2487,419000.0,4,2.5,2690,7947,2.0,0,0,3,2690,0,1993,0,14114 SE 198th St,Renton,WA 98058,6,21
2488,760000.0,4,2.5,2420,10285,1.0,0,4,3,1700,720,1958,2004,12849 Shorecrest Dr SW,Burien,WA 98146,6,56
2489,1120000.0,5,1.5,2540,6660,2.0,0,3,4,2340,200,1954,1979,9827 47th Ave SW,Seattle,WA 98136,6,60
2491,725000.0,5,2.5,3210,12000,1.0,0,0,4,1830,1380,1968,0,14404 NE 11th Pl,Bellevue,WA 98007,6,46
2492,580000.0,3,2.5,2040,4627,2.0,0,0,3,2040,0,1992,0,17422 NE 28th St,Redmond,WA 98052,6,22
2493,385000.0,3,2.25,1920,4833,1.0,0,0,4,1060,860,1921,0,10559 Evanston Ave N,Seattle,WA 98133,6,93
2494,265000.0,4,1.75,1900,10588,1.0,0,0,5,1900,0,1958,0,1310 22nd St SE,Auburn,WA 98002,6,56
2496,330000.0,3,2.5,1070,1155,2.0,0,0,3,720,350,2005,0,4536 42nd Ave SW,Seattle,WA 98116,6,9
2498,799000.0,3,2.5,2860,4442,2.0,0,0,3,2860,0,2000,0,4432 30th Ave W,Seattle,WA 98199,6,14
2499,589000.0,3,2.0,2250,8800,1.0,0,0,4,1250,1000,1925,1968,3406 60th Ave SW,Seattle,WA 98116,6,89
2501,538000.0,3,1.0,1460,7200,1.0,0,0,3,1260,200,1906,2014,8018 Wallingford Ave N,Seattle,WA 98103,6,108
2502,530100.0,3,1.0,1540,3399,1.5,0,0,3,1200,340,1926,2003,123 NW 78th St,Seattle,WA 98117,6,88
2503,718500.0,3,2.0,2910,6600,2.0,0,0,4,1920,990,1900,1988,3959 S Ferdinand St,Seattle,WA 98118,6,114
2504,299000.0,3,1.75,1180,13927,1.0,0,0,5,1180,0,1962,0,18438 SE 135th St,Renton,WA 98059,6,52
2505,556000.0,3,1.75,1640,7437,1.0,0,0,3,1090,550,1948,1994,7736 38th Ave SW,Seattle,WA 98126,6,66
2508,250000.0,3,2.25,1400,3814,2.0,0,0,3,1400,0,2012,1912,19521 SE 271st Pl,Covington,WA 98042,6,2
2509,795000.0,4,3.5,3200,3250,2.0,0,0,3,2670,530,2007,0,2500 22nd Ct NE,Issaquah,WA 98029,6,7
2510,575000.0,3,3.0,1384,1287,2.0,0,0,3,1144,240,2006,0,1128 10th Ave E,Seattle,WA 98102,6,8
2511,379500.0,3,2.25,1410,1287,2.0,0,0,3,1290,120,2005,0,2082 NW Boulder Way Dr,Issaquah,WA 98027,6,9
2512,385000.0,4,2.5,2050,5276,2.0,0,0,3,2050,0,2006,0,5115 NE 5th Pl,Renton,WA 98059,6,8
2513,415500.0,4,2.5,1750,4779,2.0,0,0,3,1750,0,2009,0,8019 NE 183rd St,Kenmore,WA 98028,6,5
2514,397500.0,3,2.0,1510,6710,1.0,0,0,3,1070,440,1972,2002,9325 NE 133rd St,Kirkland,WA 98034,6,42
2515,530000.0,3,2.5,1930,7214,2.0,0,0,3,1930,0,2005,0,1901 NE 125th St,Seattle,WA 98125,6,9
2517,850000.0,5,2.75,2920,11880,1.0,0,0,5,1660,1260,1968,0,1498 Hillside Dr SE,Issaquah,WA 98027,6,46
2518,496752.0,2,1.0,1980,5000,1.0,0,0,4,1090,890,1923,0,1908 29th Ave S,Seattle,WA 98144,6,91
2519,330000.0,3,1.75,1430,8865,1.0,0,0,3,1430,0,1950,2005,2704 NE 144th St,Seattle,WA 98125,6,64
2520,735000.0,4,2.75,2450,4187,2.0,0,2,3,2450,0,2010,0,1750 10th Ave NE,Issaquah,WA 98029,6,4
2521,525000.0,4,2.75,2360,4924,2.0,0,0,3,2360,0,2008,0,20012 79th Ave NE,Kenmore,WA 98028,6,6
2522,269950.0,3,2.5,1890,4838,2.0,0,0,3,1730,160,2002,0,4295 S 137th St,Tukwila,WA 98168,6,12
2523,650000.0,3,1.75,2140,9484,1.0,0,0,3,1290,850,1953,0,1411 112th Ave NE,Bellevue,WA 98004,6,61
2524,520500.0,3,2.0,1900,8100,1.0,0,0,4,950,950,1940,2001,834 NE 97th St,Seattle,WA 98115,6,74
2525,652500.0,4,2.5,2700,9122,2.0,0,0,3,2700,0,1990,2009,25956 SE 37th Way,Issaquah,WA 98029,6,24
2526,506000.0,5,3.0,2430,8000,1.0,0,0,4,1370,1060,1957,2001,16437 SE 8th St,Bellevue,WA 98008,6,57
2527,416000.0,3,1.0,1110,12150,1.0,0,0,4,1110,0,1957,2001,717 164th Ave SE,Bellevue,WA 98008,6,57
2528,500000.0,4,2.75,2280,15347,1.0,0,0,5,2280,0,1960,0,9007 132nd Pl SE,Newcastle,WA 98059,6,54
2529,460000.0,3,1.75,1550,4708,1.0,0,0,4,860,690,1949,1985,6503 39th Ave NE,Seattle,WA 98115,6,65
2530,371025.0,3,2.0,1530,8925,1.0,0,0,3,1530,0,1977,2004,10536 NE 148th Ct,Bothell,WA 98011,6,37
2532,353500.0,4,2.25,1760,9602,2.0,0,0,3,1760,0,1987,2000,13738 SE 199th Pl,Renton,WA 98058,6,27
2534,183000.0,3,1.75,1070,8100,1.0,0,0,4,1070,0,1957,2001,704 26th St SE,Auburn,WA 98002,6,57
2535,763101.0,3,1.75,1990,5560,1.0,0,0,4,1100,890,1939,1989,4811-4815 38th Ave NE,Seattle,WA 98105,6,75
2536,460000.0,2,1.5,1090,4000,1.0,0,0,3,970,120,1951,1994,2646 48th Ave SW,Seattle,WA 98116,6,63
2537,825000.0,4,1.5,1890,6938,1.5,0,0,3,1890,0,1919,2001,1529 45th Ave SW,Seattle,WA 98116,6,95
2538,265000.0,3,1.0,1000,9150,1.0,0,0,3,1000,0,1969,2010,16206 SE 134th St,Renton,WA 98059,6,45
2539,295000.0,3,1.75,1770,8235,1.0,0,0,3,1030,740,1960,2012,455 S 190th St,Burien,WA 98148,6,54
2540,418000.0,4,3.0,2360,6250,1.0,0,2,3,1460,900,1960,2012,9957 Rainier Ave S,Seattle,WA 98118,6,54
2542,534500.0,3,2.5,1700,3150,2.0,0,0,3,1700,0,2005,0,2493 NE Laurel Crest Ln,Issaquah,WA 98029,6,9
2543,690000.0,2,1.75,1600,4000,1.0,0,0,5,850,750,1918,0,2505 E Calhoun St,Seattle,WA 98112,6,96
2544,530000.0,4,2.5,2050,6360,2.0,0,0,3,2050,0,1988,2000,24610 SE 45th Way,Issaquah,WA 98029,6,26
2545,357186.0,2,1.75,1210,1040,2.0,0,0,3,1210,0,2014,0,2520 Mulberry Walk NE,Issaquah,WA 98029,6,0
2546,300000.0,5,3.0,1940,6355,1.0,0,0,3,1200,740,2007,0,11720 8th Ave S,Seattle,WA 98168,6,7
2547,304000.0,4,2.0,1810,8750,1.0,0,0,2,1110,700,1967,0,12727 SE 191st Pl,Renton,WA 98058,6,47
2548,385000.0,4,1.75,1690,4080,1.0,0,0,4,870,820,1984,0,3405 35th Ave S,Seattle,WA 98144,6,30
2549,415000.0,4,2.0,1800,2970,1.0,0,0,4,1000,800,1923,0,7502 15th Ave NE,Seattle,WA 98115,6,91
2550,963000.0,4,3.5,3280,6603,2.0,0,0,3,3280,0,2007,0,16030 SE 45th Pl,Bellevue,WA 98006,6,7
2552,309212.0,3,1.75,1150,9600,1.0,0,0,3,1150,0,1979,2014,42511 SE 175th Pl,North Bend,WA 98045,6,35
2553,235000.0,2,1.5,880,1805,2.0,0,0,3,880,0,1999,0,10546 Stone Ave N,Seattle,WA 98133,6,15
2554,667000.0,3,1.5,1720,8100,2.0,0,0,3,1720,0,1907,1983,3239 NW 64th St,Seattle,WA 98107,6,107
2555,470000.0,3,1.5,1510,8000,1.0,0,0,4,1510,0,1956,0,2559 155th Ave SE,Bellevue,WA 98007,6,58
2556,375000.0,4,2.0,1240,3000,1.0,0,0,3,1040,200,1908,1988,549 27th Ave,Seattle,WA 98122,6,106
2557,410000.0,4,2.0,1580,9581,1.0,0,0,3,1580,0,1953,0,10221 132nd Ave NE,Kirkland,WA 98033,6,61
2558,566000.0,4,2.25,2170,7737,2.0,0,0,3,2170,0,1987,2000,23238 NE 29th Ct,Sammamish,WA 98074,6,27
2559,680000.0,4,2.75,2500,4950,2.0,0,0,3,2500,0,2010,0,11000 243rd Ave NE,Redmond,WA 98053,6,4
2561,902000.0,4,2.5,3030,8507,2.0,0,0,3,3030,0,2003,0,6909 123rd Ave NE,Kirkland,WA 98033,6,11
2562,500000.0,3,1.75,1540,10800,1.0,0,0,5,770,770,1947,0,3718 88th Ave SE,Mercer Island,WA 98040,6,67
2564,825000.0,4,2.5,2810,9800,1.0,0,0,4,1710,1100,1973,0,14312 SE 45th St,Bellevue,WA 98006,6,41
2565,1095000.0,4,4.0,3530,8400,2.0,0,0,5,2630,900,1958,0,2420 30th Ave W,Seattle,WA 98199,6,56
2566,277000.0,3,1.0,1100,8536,1.0,0,0,4,1100,0,1957,2001,9615 58th Ave S,Seattle,WA 98118,6,57
2567,545000.0,3,2.5,1940,9775,1.0,0,2,3,1440,500,1975,0,12710 89th Pl NE,Kirkland,WA 98034,6,39
2568,435000.0,3,2.5,2300,9521,2.0,0,0,3,2300,0,2003,0,16023 271st Pl NE,Duvall,WA 98019,6,11
2569,638000.0,3,2.5,2110,3600,2.0,0,0,3,2110,0,2005,0,6533 193rd Pl NE,Redmond,WA 98052,6,9
2570,418000.0,4,1.5,1220,10580,1.0,0,0,3,1220,0,1965,1993,1212 168th Ave NE,Bellevue,WA 98008,6,49
2571,499000.0,3,1.75,1750,12325,1.0,0,0,4,1470,280,1968,0,16618 NE 91st St,Redmond,WA 98052,6,46
2572,150000.0,3,1.5,1230,8056,1.0,0,0,4,1230,0,1949,1985,1432 S 129th St,Burien,WA 98168,6,65
2575,632500.0,5,2.5,2640,7096,2.0,0,0,3,2640,0,2003,0,9181 226th Pl NE,Redmond,WA 98053,6,11
2577,862000.0,4,2.5,3190,14565,2.0,0,0,3,3190,0,1990,2009,12623 198th Dr NE,Woodinville,WA 98077,6,24
2578,524000.0,2,1.0,1120,2000,1.5,0,0,3,1120,0,1910,2006,159 Fulton St,Seattle,WA 98109,6,104
2579,470000.0,3,1.5,1760,6723,1.0,0,0,3,1160,600,1958,2004,5624 Wilson Ave S,Seattle,WA 98118,6,56
2580,385000.0,3,2.0,1590,9912,2.0,0,0,3,1590,0,2000,0,7612 SW 258th Ct,Vashon,WA 98070,6,14
2581,575000.0,4,2.5,2120,9603,2.0,0,0,3,2120,0,1985,0,460 Indigo Pl NW,Issaquah,WA 98027,6,29
2582,220000.0,4,2.5,2240,9826,1.0,0,0,4,1370,870,1988,0,2410 SW 323rd St,Federal Way,WA 98023,6,26
2583,460000.0,2,1.0,890,2100,1.0,0,0,4,760,130,1919,1985,4008 2nd Ave NW,Seattle,WA 98107,6,95
2585,175000.0,3,1.5,1220,7300,1.0,0,0,3,1220,0,1973,2013,4342 S 299th St,Auburn,WA 98001,6,41
2586,465000.0,3,2.25,2670,7500,1.0,0,0,4,1640,1030,1966,0,15800-15898 15th Ave SW,Burien,WA 98166,6,48
2587,552000.0,3,1.0,1120,2300,1.0,0,0,4,820,300,1912,1989,7002 22nd Ave NW,Seattle,WA 98117,6,102
2589,518000.0,4,2.5,1740,7500,1.0,0,0,4,1220,520,1976,1992,10342 162nd Pl NE,Redmond,WA 98052,6,38
2590,899950.0,4,3.5,3290,5414,2.0,0,1,3,2360,930,2006,0,11672 91st Pl NE,Kirkland,WA 98034,6,8
2591,373000.0,3,1.0,1770,5720,1.5,0,0,4,1140,630,1926,1993,5232 36th Ave SW,Seattle,WA 98126,6,88
2592,385000.0,4,2.5,2960,5054,2.0,0,0,3,2960,0,2006,0,26920 229th Pl SE,Maple Valley,WA 98038,6,8
2593,245000.0,2,1.0,1200,4880,1.0,0,0,3,980,220,1943,2002,8421 8th Ave SW,Seattle,WA 98106,6,71
2594,375000.0,4,2.0,2400,6000,2.0,0,0,3,2400,0,1913,1945,9801-9999 NE 183rd St,Bothell,WA 98011,6,101
2595,699850.0,4,3.5,2690,6164,2.0,0,0,3,2690,0,2002,0,1010 274th Way SE,Sammamish,WA 98075,6,12
2597,455000.0,2,1.5,1310,12196,1.5,0,0,3,1310,0,1970,2014,16326 NE 43rd Ct,Redmond,WA 98052,6,44
2598,650000.0,4,2.75,2610,4160,3.0,0,0,5,1910,700,1910,0,118 N 84th St,Seattle,WA 98103,6,104
2599,378000.0,5,2.5,2760,8015,1.0,0,0,4,1600,1160,1960,2001,13327 30th Ave NE,Seattle,WA 98125,6,54
2600,220000.0,3,2.0,1410,7998,1.0,0,0,4,1410,0,1940,2001,11851 44th Pl S,Tukwila,WA 98178,6,74
2601,285500.0,4,1.75,1960,7950,1.0,0,0,4,1960,0,1967,0,32500-32514 35th Ave SW,Federal Way,WA 98023,6,47
2602,340000.0,3,2.5,1212,1174,3.0,0,0,3,1212,0,2004,2003,11716 16th Ave NE,Seattle,WA 98125,6,10
2603,921000.0,4,1.5,2220,9496,1.0,0,0,4,1490,730,1954,1979,1431 102nd Ave NE,Bellevue,WA 98004,6,60
2606,335000.0,3,1.5,2040,6000,1.0,0,0,3,1340,700,1957,2000,9055 37th Ave S,Seattle,WA 98118,6,57
2610,429000.0,5,2.5,2340,4500,2.0,0,0,3,2340,0,2009,0,526 Elma Pl NE,Renton,WA 98059,6,5
2611,523950.0,3,2.25,1420,1282,3.0,0,0,3,1420,0,2006,0,3817-3821 Whitman Ave N,Seattle,WA 98103,6,8
2612,798800.0,3,2.75,2670,3738,1.0,0,0,3,1720,950,2013,1923,1009-1225 N 41st Pl,Renton,WA 98056,6,1
2613,284000.0,3,2.5,1880,6008,2.0,0,0,3,1880,0,2009,0,29700 217th Pl SE,Kent,WA 98042,6,5
2615,320000.0,3,2.25,1200,1400,3.0,0,0,3,1200,0,2005,0,10401 Holman Rd NW,Seattle,WA 98133,6,9
2617,468500.0,3,2.5,1350,1186,2.0,0,0,3,1120,230,2007,0,6724 Alonzo Ave NW,Seattle,WA 98117,6,7
2618,492500.0,5,2.5,2570,9962,2.0,0,0,3,2570,0,2006,0,14206 284th Pl NE,Duvall,WA 98019,6,8
2619,685000.0,4,3.5,2840,4637,3.0,0,0,3,2840,0,2008,0,546 NE 103rd St,Seattle,WA 98125,6,6
2620,542525.0,4,2.5,2650,5600,2.0,0,0,3,2650,0,2014,0,13516 164th Ave SE,Renton,WA 98059,6,0
2621,435000.0,3,2.0,1980,2674,3.0,0,0,3,1980,0,2007,0,5451 Fauntleroy Way SW,Seattle,WA 98136,6,7
2622,242000.0,3,1.75,1280,7524,1.5,0,0,4,1280,0,1988,0,11431 SE 229th St,Kent,WA 98031,6,26
2623,325000.0,4,2.5,2610,7091,2.0,0,0,3,2610,0,1987,2000,33439 11th Pl SW,Federal Way,WA 98023,6,27
2624,837700.0,5,2.75,3010,12611,2.0,0,0,3,3010,0,1994,0,10717 179th Ct NE,Redmond,WA 98052,6,20
2626,187500.0,3,1.5,1180,7000,1.0,0,0,4,1180,0,1977,0,34016 33rd Ave SW,Federal Way,WA 98023,6,37
2627,560000.0,5,1.0,1710,9100,1.5,0,0,4,1320,390,1926,1993,7226 36th Ave SW,Seattle,WA 98126,6,88
2628,272000.0,3,2.0,1380,7476,1.0,0,0,3,1380,0,1989,0,5002 S 299th Pl,Auburn,WA 98001,6,25
2629,235000.0,3,1.75,1190,7280,1.0,0,0,4,1190,0,1968,0,11234 SE 320th Pl,Auburn,WA 98092,6,46
2630,259000.0,3,2.0,1870,5909,1.0,0,0,3,1270,600,1986,0,11834 SE 263rd Ct,Kent,WA 98030,6,28
2631,866059.0,5,3.5,3130,4797,2.0,0,0,3,2570,560,2014,0,15845 SE 44th Ct,Bellevue,WA 98006,6,0
2632,473000.0,2,1.0,900,5100,1.0,0,0,4,900,0,1909,1989,7029 16th Ave NW,Seattle,WA 98117,6,105
2633,405000.0,3,1.5,1880,7400,1.0,0,0,3,1480,400,1968,1997,5471 NE 200th Pl,Lake Forest Park,WA 98155,6,46
2634,870000.0,4,4.25,3010,4887,2.0,0,3,4,1940,1070,1951,1996,8770 Sand Point Way NE,Seattle,WA 98115,6,63
2635,475000.0,3,2.25,2280,5750,1.0,0,1,4,1150,1130,1985,0,4420 48th Ave SW,Seattle,WA 98116,6,29
2637,386000.0,2,2.5,1620,3196,2.0,0,0,3,1620,0,2008,0,9225-9305 Mitten Ave SE,Snoqualmie,WA 98065,6,6
2638,458000.0,4,1.5,1550,3000,1.5,0,0,3,1350,200,1918,0,4402 4th Ave NE,Seattle,WA 98105,6,96
2640,605500.0,3,2.5,2830,6536,2.0,0,0,3,2830,0,1989,0,12504 NE 163rd St,Woodinville,WA 98072,6,25
2642,536000.0,4,2.25,1990,5948,2.0,0,0,3,1990,0,1991,0,4002 258th Way SE,Issaquah,WA 98029,6,23
2643,247200.0,3,1.75,1370,8719,1.0,0,0,3,1370,0,1982,0,26303 191st Pl SE,Covington,WA 98042,6,32
2644,250000.0,2,1.5,1088,1360,2.0,0,0,3,1088,0,1983,2009,9603 NE 121st Ln,Kirkland,WA 98034,6,31
2645,204950.0,4,1.75,1740,9344,1.0,0,0,3,1180,560,1978,0,5108 SW 316th Pl,Federal Way,WA 98023,6,36
2646,430000.0,3,2.0,1730,9000,1.0,0,0,3,1370,360,1978,0,975-1005 Greenwood Blvd SW,Issaquah,WA 98027,6,36
